Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Airline B,2019-03-04,Delhi,Cochin,DEL → COK,3h 15m,0,No info,4729,4,3,5,35,8,50,3,15
Airline C,2019-06-18,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,3100,18,6,15,0,16,25,1,25
Airline C,2019-05-24,Delhi,Cochin,DEL → MAA → COK,12h 45m,1,No info,7480,24,5,20,40,9,25,12,45
Airline C,2019-06-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,5176,4,6,13,20,16,10,2,50
Airline A,2019-12-05,Delhi,Cochin,DEL → COK,3h 15m,0,No info,9564,5,12,11,0,14,15,3,15
Airline C,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,13h 10m,1,No info,6781,3,3,8,15,21,25,13,10
Airline C,2019-06-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,30h 40m,2,No info,12723,6,6,5,50,12,30,30,40
Airline B,2019-06-04,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4174,4,6,15,15,17,45,2,30
Airline A,2019-03-06,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,8040,6,3,7,5,8,30,1,25
Airline A,2019-12-06,Delhi,Cochin,DEL → BOM → COK,7h 30m,1,No info,14714,6,12,11,30,19,0,7,30
Airline A,2019-04-21,Banglore,Delhi,BLR → DEL,3h,0,In-flight meal not included,4544,21,4,19,50,22,50,3,0
Airline C,2019-12-05,Kolkata,Banglore,CCU → BOM → GOI → BLR,20h 10m,2,No info,11642,5,12,9,25,5,35,20,10
Airline B,2019-01-03,Banglore,New Delhi,BLR → DEL,2h 50m,0,No info,12649,3,1,16,55,19,45,2,50
Airline C,2019-06-21,Chennai,Kolkata,MAA → CCU,2h 15m,0,No info,4667,21,6,11,40,13,55,2,15
Airline H,2019-05-21,Delhi,Cochin,DEL → BOM → COK,9h,1,No info,6195,21,5,10,35,19,35,9,0
Airline C,2019-01-04,Delhi,Cochin,DEL → MAA → COK,23h 40m,1,No info,5117,4,1,9,45,9,25,23,40
Airline A,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,12h 15m,1,No info,14939,6,9,20,0,8,15,12,15
Airline B,2019-09-06,Delhi,Cochin,DEL → COK,3h 15m,0,No info,6015,6,9,21,5,0,20,3,15
Airline A,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,12h 10m,1,In-flight meal not included,10844,5,9,16,30,4,40,12,10
Airline D,2019-05-15,Delhi,Cochin,DEL → HYD → COK,9h,1,No info,6513,15,5,7,10,16,10,9,0
Airline C,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,27h 45m,2,No info,15164,5,1,10,0,13,45,27,45
Airline A,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,23h 10m,2,No info,15129,27,5,13,25,12,35,23,10
Airline B,2019-03-21,Delhi,Cochin,DEL → HYD → COK,15h 40m,1,No info,6558,21,3,6,40,22,20,15,40
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11h,1,No info,7408,27,6,10,0,21,0,11,0
Airline C,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16h 10m,2,No info,9920,4,1,16,45,8,55,16,10
Airline D,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10h 15m,1,No info,9794,21,5,8,45,19,0,10,15
Airline E,2019-01-03,Kolkata,Banglore,CCU → BLR,2h 40m,0,No info,4622,3,1,6,55,9,35,2,40
Airline D,2019-05-15,Delhi,Cochin,DEL → HYD → COK,15h 20m,1,No info,6513,15,5,7,10,22,30,15,20
Airline A,2019-04-27,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,7229,27,4,11,10,14,5,2,55
Airline B,2019-09-05,Delhi,Cochin,DEL → HYD → COK,5h 20m,1,No info,5298,5,9,6,50,12,10,5,20
Airline A,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,12h 30m,1,No info,14151,24,5,9,35,22,5,12,30
Airline A,2019-09-03,Delhi,Cochin,DEL → BOM → COK,22h,1,In-flight meal not included,14053,3,9,20,50,18,50,22,0
Airline E,2019-06-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2017,15,6,13,15,14,45,1,30
Airline H,2019-09-03,Banglore,New Delhi,BLR → DEL,2h 55m,0,No info,5706,3,9,20,55,23,50,2,55
Airline A,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,9h 45m,1,No info,14388,21,5,18,55,4,40,9,45
Airline A,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10h 55m,1,In-flight meal not included,10262,24,6,17,30,4,25,10,55
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,14h,1,No info,13727,15,5,11,30,1,30,14,0
Airline C,2019-03-03,Delhi,Cochin,DEL → BLR → COK,26h 5m,1,No info,13348,3,3,6,10,8,15,26,5
Airline B,2019-09-04,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4823,4,9,18,55,21,50,2,55
Airline A,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,14h 35m,1,In-flight meal not included,8586,5,9,14,5,4,40,14,35
Airline F,2019-05-18,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4668,18,5,21,0,23,50,2,50
Airline D,2019-09-04,Delhi,Cochin,DEL → BOM → COK,11h,1,No info,11142,4,9,8,0,19,0,11,0
Airline B,2019-03-21,Banglore,New Delhi,BLR → AMD → DEL,5h,1,No info,7708,21,3,14,25,19,25,5,0
Airline E,2019-03-18,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No check-in baggage included,2385,18,3,5,45,7,5,1,20
Airline A,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,26h 55m,2,In-flight meal not included,11733,6,6,9,40,12,35,26,55
Airline B,2019-05-21,Kolkata,Banglore,CCU → BBI → BLR,3h 55m,1,No info,4226,21,5,19,55,23,50,3,55
Airline D,2019-06-06,Delhi,Cochin,DEL → BOM → COK,12h 40m,1,No info,6795,6,6,12,50,1,30,12,40
Airline A,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,22h 55m,2,No info,13014,6,1,5,30,4,25,22,55
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11h 45m,1,No info,8837,27,5,7,30,19,15,11,45
Airline G,2019-06-15,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4282,15,6,4,55,7,45,2,50
Airline A,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,15h 35m,1,No info,27992,3,1,5,45,21,20,15,35
Airline A,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10h 10m,1,In-flight meal not included,10262,24,6,18,15,4,25,10,10
Airline A,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,19h 55m,2,In-flight meal not included,11150,27,6,23,5,19,0,19,55
Airline C,2019-05-21,Delhi,Cochin,DEL → BOM → COK,11h 15m,1,No info,8372,21,5,8,0,19,15,11,15
Airline A,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,5h 30m,1,In-flight meal not included,9663,24,5,6,30,12,0,5,30
Airline F,2019-01-03,Banglore,New Delhi,BLR → AMD → DEL,27h 45m,1,No info,12371,3,1,6,40,10,25,27,45
Airline A,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,21h 40m,2,No info,13376,24,6,6,45,4,25,21,40
Airline A,2019-12-06,Delhi,Cochin,DEL → NAG → BOM → COK,22h,2,No info,13376,6,12,14,35,12,35,22,0
Airline B,2019-09-06,Delhi,Cochin,DEL → COK,3h 15m,0,No info,5601,6,9,5,35,8,50,3,15
Airline A,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,22h 10m,1,No info,13941,5,9,6,30,4,40,22,10
Airline B,2019-03-24,Banglore,New Delhi,BLR → DEL,2h 50m,0,No info,6860,24,3,23,30,2,20,2,50
Airline B,2019-05-15,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4804,15,5,15,30,18,5,2,35
Airline A,2019-06-21,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,3210,21,6,19,35,21,5,1,30
Airline A,2019-06-24,Banglore,Delhi,BLR → DEL,3h,0,No info,8016,24,6,19,50,22,50,3,0
Airline A,2019-09-04,Banglore,Delhi,BLR → DEL,3h,0,No info,7229,4,9,8,20,11,20,3,0
Airline A,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,5h 25m,1,In-flight meal not included,9134,15,3,7,0,12,25,5,25
Airline D,2019-09-05,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,13727,5,9,13,0,21,0,8,0
Airline C,2019-05-15,Delhi,Cochin,DEL → COK,3h,0,No info,6094,15,5,14,10,17,10,3,0
Airline F,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,25h 50m,1,No info,9135,6,9,17,0,18,50,25,50
Airline B,2019-04-15,Delhi,Cochin,DEL → HYD → COK,7h 35m,1,No info,6442,15,4,8,35,16,10,7,35
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,13727,15,5,17,30,1,30,8,0
Airline A,2019-12-06,Delhi,Cochin,DEL → BOM → COK,5h 30m,1,No info,16289,6,12,7,5,12,35,5,30
Airline C,2019-06-04,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,4651,4,6,17,0,19,45,2,45
Airline B,2019-06-27,Delhi,Cochin,DEL → HYD → COK,8h 10m,1,No info,6412,27,6,14,20,22,30,8,10
Airline B,2019-06-06,Kolkata,Banglore,CCU → BBI → BLR,3h 40m,1,No info,6116,6,6,19,35,23,15,3,40
Airline B,2019-03-24,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,4777,24,3,6,0,8,45,2,45
Airline A,2019-03-06,Delhi,Cochin,DEL → BOM → COK,15h 40m,1,No info,14714,6,3,20,55,12,35,15,40
Airline E,2019-03-21,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,3173,21,3,13,10,14,30,1,20
Airline D,2019-09-06,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,9h 25m,3,No info,15629,6,9,11,35,21,0,9,25
Airline F,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,15h 45m,1,No info,8662,6,9,7,10,22,55,15,45
Airline A,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,11h 45m,1,No info,13626,6,12,6,30,18,15,11,45
Airline B,2019-03-03,Delhi,Cochin,DEL → BOM → COK,7h,1,No info,14871,3,3,18,35,1,35,7,0
Airline G,2019-05-18,Delhi,Cochin,DEL → BLR → COK,5h 30m,1,No info,8759,18,5,7,55,13,25,5,30
Airline E,2019-03-27,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,2017,27,3,13,10,14,30,1,20
Airline A,2019-09-06,Delhi,Cochin,DEL → BOM → COK,7h 30m,1,No info,14714,6,9,11,30,19,0,7,30
Airline C,2019-01-05,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,6121,5,1,21,5,23,55,2,50
Airline G,2019-09-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,7120,6,9,23,55,2,45,2,50
Airline A,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,29h 5m,1,In-flight meal not included,10539,6,9,17,0,22,5,29,5
Airline B,2019-05-18,Banglore,Delhi,BLR → DEL,3h,0,No info,4823,18,5,16,55,19,55,3,0
Airline H,2019-03-18,Banglore,New Delhi,BLR → DEL,2h 55m,0,No info,4340,18,3,11,40,14,35,2,55
Airline A,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,22h 5m,1,No info,13067,5,6,17,0,15,5,22,5
Airline D,2019-03-06,Delhi,Cochin,DEL → HYD → COK,6h 25m,1,No info,9646,6,3,9,45,16,10,6,25
Airline C,2019-09-05,Chennai,Kolkata,MAA → CCU,2h 15m,0,No info,4667,5,9,11,40,13,55,2,15
Airline A,2019-06-05,Banglore,Delhi,BLR → DEL,2h 45m,0,In-flight meal not included,5198,5,6,6,0,8,45,2,45
Airline D,2019-06-03,Delhi,Cochin,DEL → HYD → COK,15h 10m,1,In-flight meal not included,7563,3,6,7,10,22,20,15,10
Airline C,2019-03-15,Banglore,New Delhi,BLR → COK → DEL,25h 20m,1,No info,6850,15,3,22,0,23,20,25,20
Airline B,2019-03-06,Delhi,Cochin,DEL → COK,3h 15m,0,No info,5601,6,3,5,35,8,50,3,15
Airline D,2019-06-03,Delhi,Cochin,DEL → BOM → COK,11h 5m,1,No info,17057,3,6,2,15,13,20,11,5
Airline F,2019-04-24,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,5403,24,4,11,30,14,20,2,50
Airline B,2019-04-21,Delhi,Cochin,DEL → HYD → COK,4h 35m,1,No info,5703,21,4,7,35,12,10,4,35
Airline B,2019-03-04,Delhi,Cochin,DEL → BOM → COK,5h,1,No info,5073,4,3,16,0,21,0,5,0
Airline B,2019-06-27,Delhi,Cochin,DEL → BOM → COK,14h 55m,1,No info,5684,27,6,10,35,1,30,14,55
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,12h 35m,1,No info,7787,15,5,6,40,19,15,12,35
Airline A,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,26h 15m,1,In-flight meal not included,10844,15,5,14,5,16,20,26,15
Airline C,2019-03-18,Mumbai,Hyderabad,BOM → HYD,1h 15m,0,No info,2050,18,3,19,30,20,45,1,15
Airline C,2019-06-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,3100,15,6,13,55,15,25,1,30
Airline A,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,12h 10m,1,No info,16736,3,6,7,0,19,10,12,10
Airline A,2019-06-06,Delhi,Cochin,DEL → BOM → COK,21h 10m,1,No info,14714,6,6,21,50,19,0,21,10
Airline A,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,9h 30m,1,In-flight meal not included,10844,21,5,14,5,23,35,9,30
Airline A,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,23h 20m,1,In-flight meal not included,7064,4,1,18,55,18,15,23,20
Airline C,2019-06-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,6121,6,6,21,5,23,55,2,50
Airline A,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16h 15m,1,In-flight meal not included,11134,24,3,19,45,12,0,16,15
Airline A,2019-03-03,Delhi,Cochin,DEL → BOM → COK,10h 55m,1,No info,17024,3,3,17,30,4,25,10,55
Airline A,2019-06-24,Banglore,Delhi,BLR → DEL,3h,0,No info,8016,24,6,7,10,10,10,3,0
Airline A,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,21h 25m,1,No info,11467,15,5,17,0,14,25,21,25
Airline G,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,15h 55m,1,No info,5192,21,5,7,35,23,30,15,55
Airline C,2019-12-06,Delhi,Cochin,DEL → BLR → COK,18h 45m,1,No info,8991,6,12,13,30,8,15,18,45
Airline E,2019-01-04,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No check-in baggage included,1965,4,1,13,15,14,45,1,30
Airline B,2019-04-15,Kolkata,Banglore,CCU → HYD → BLR,4h 25m,1,No info,3809,15,4,19,20,23,45,4,25
Airline D,2019-06-15,Delhi,Cochin,DEL → BOM → COK,9h,1,No info,13504,15,6,10,0,19,0,9,0
Airline H,2019-09-06,Delhi,Cochin,DEL → BOM → COK,9h,1,No info,5281,6,9,10,35,19,35,9,0
Airline C,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,9h 5m,1,No info,8576,24,5,9,25,18,30,9,5
Airline B,2019-05-15,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,4423,15,5,6,5,8,50,2,45
Airline B,2019-06-03,Delhi,Cochin,DEL → BOM → COK,8h 25m,1,No info,14871,3,6,17,10,1,35,8,25
Airline B,2019-06-06,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4804,6,6,4,40,7,15,2,35
Airline H,2019-05-18,Kolkata,Banglore,CCU → AMD → BLR,7h 35m,1,No info,10586,18,5,16,40,0,15,7,35
Airline C,2019-12-06,Delhi,Cochin,DEL → BLR → COK,22h 30m,1,No info,8991,6,12,9,45,8,15,22,30
Airline E,2019-01-05,Chennai,Kolkata,MAA → CCU,2h 20m,0,No check-in baggage included,3543,5,1,17,45,20,5,2,20
Airline A,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,18h,1,In-flight meal not included,10703,24,5,20,25,14,25,18,0
Airline C,2019-12-03,Banglore,New Delhi,BLR → BOM → NAG → DEL,25h 25m,2,No info,12778,3,12,8,50,10,15,25,25
Airline B,2019-05-15,Delhi,Cochin,DEL → COK,3h 15m,0,No info,6015,15,5,5,35,8,50,3,15
Airline H,2019-06-06,Delhi,Cochin,DEL → BOM → COK,9h,1,No info,4959,6,6,10,35,19,35,9,0
Airline A,2019-05-24,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,8040,24,5,10,20,11,50,1,30
Airline B,2019-12-04,Banglore,Delhi,BLR → DEL,3h,0,No info,4990,4,12,16,55,19,55,3,0
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,19h 30m,1,In-flight meal not included,10844,18,5,16,30,12,0,19,30
Airline D,2019-09-05,Delhi,Cochin,DEL → BOM → COK,14h 5m,1,No info,9103,5,9,4,55,19,0,14,5
Airline A,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,17h 15m,1,In-flight meal not included,7832,21,3,5,45,23,0,17,15
Airline C,2019-05-18,Delhi,Cochin,DEL → BLR → COK,14h 35m,1,No info,8361,18,5,17,40,8,15,14,35
Airline C,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,7h 15m,2,No info,8603,6,3,12,0,19,15,7,15
Airline B,2019-05-15,Delhi,Cochin,DEL → BOM → COK,14h 5m,1,No info,6979,15,5,11,25,1,30,14,5
Airline B,2019-05-24,Delhi,Cochin,DEL → BOM → COK,6h 55m,1,No info,7503,24,5,18,35,1,30,6,55
Airline C,2019-03-21,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,3100,21,3,6,20,7,40,1,20
Airline C,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,9h 40m,1,No info,6117,5,1,19,0,4,40,9,40
Airline H,2019-09-06,Delhi,Cochin,DEL → BOM → COK,5h 10m,1,No info,9069,6,9,14,25,19,35,5,10
Airline B,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10h 45m,1,No info,7738,21,3,4,45,15,30,10,45
Airline A,2019-04-24,Banglore,Delhi,BLR → DEL,3h,0,In-flight meal not included,4544,24,4,8,20,11,20,3,0
Airline G,2019-04-21,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,5645,21,4,22,50,1,20,2,30
Airline F,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,26h 35m,1,No info,7770,4,1,20,20,22,55,26,35
Airline D,2019-01-06,Delhi,Cochin,DEL → BOM → COK,6h 15m,1,No info,16108,6,1,13,0,19,15,6,15
Airline A,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14h 25m,1,In-flight meal not included,10262,6,1,14,0,4,25,14,25
Airline F,2019-05-24,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,5613,24,5,21,0,23,50,2,50
Airline A,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,22h 10m,1,In-flight meal not included,8586,21,5,6,30,4,40,22,10
Airline B,2019-03-15,Chennai,Kolkata,MAA → CCU,2h 25m,0,No info,6297,15,3,22,5,0,30,2,25
Airline E,2019-06-03,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,4129,3,6,5,45,7,5,1,20
Airline E,2019-03-05,Kolkata,Banglore,CCU → BLR,2h 30m,0,No check-in baggage included,3841,5,3,17,10,19,40,2,30
Airline A,2019-06-03,Delhi,Cochin,DEL → AMD → BOM → COK,24h 35m,2,No info,19329,3,6,19,10,19,45,24,35
Airline B,2019-12-05,Banglore,Delhi,BLR → DEL,3h,0,No info,3943,5,12,21,15,0,15,3,0
Airline D,2019-05-18,Delhi,Cochin,DEL → BOM → COK,12h 10m,1,No info,14533,18,5,7,5,19,15,12,10
Airline F,2019-01-04,Banglore,Delhi,BLR → DEL,2h 40m,0,No info,5403,4,1,7,0,9,40,2,40
Airline F,2019-03-04,Banglore,Delhi,BLR → DEL,2h 40m,0,No info,5403,4,3,7,0,9,40,2,40
Airline B,2019-03-27,Kolkata,Banglore,CCU → BLR,2h 45m,0,No info,4148,27,3,10,10,12,55,2,45
Airline B,2019-12-05,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,3858,5,12,14,45,17,5,2,20
Airline A,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,20h 20m,1,In-flight meal not included,10844,5,12,20,0,16,20,20,20
Airline A,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,25h 50m,1,No info,14571,6,6,18,55,20,45,25,50
Airline A,2019-09-03,Banglore,New Delhi,BLR → DEL,2h 40m,0,No info,8016,3,9,18,20,21,0,2,40
Airline A,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,19h 55m,2,No info,15129,5,9,23,5,19,0,19,55
Airline B,2019-05-27,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4823,27,5,20,0,22,50,2,50
Airline C,2019-12-06,Kolkata,Banglore,CCU → BOM → COK → BLR,28h 20m,2,No info,11542,6,12,9,25,13,45,28,20
Airline F,2019-01-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4668,6,1,11,30,14,20,2,50
Airline A,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,15h 10m,1,In-flight meal not included,7064,4,1,8,25,23,35,15,10
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,14h 5m,1,No info,14781,18,5,5,45,19,50,14,5
Airline B,2019-05-27,Delhi,Cochin,DEL → HYD → COK,8h 10m,1,No info,6938,27,5,14,20,22,30,8,10
Airline B,2019-04-27,Banglore,Delhi,BLR → DEL,3h,0,No info,4823,27,4,16,55,19,55,3,0
Airline E,2019-05-24,Kolkata,Banglore,CCU → KNU → BLR,7h 15m,1,No info,8479,24,5,11,35,18,50,7,15
Airline D,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11h 30m,1,No info,13377,24,6,14,0,1,30,11,30
Airline A,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,19h 55m,2,No info,12819,24,6,23,5,19,0,19,55
Airline C,2019-05-24,Kolkata,Banglore,CCU → DEL → COK → BLR,18h 20m,2,No info,14083,24,5,7,0,1,20,18,20
Airline E,2019-06-04,Kolkata,Banglore,CCU → BLR,2h 25m,0,No info,3873,4,6,9,0,11,25,2,25
Airline E,2019-04-24,Kolkata,Banglore,CCU → BLR,2h 25m,0,No info,4174,24,4,9,0,11,25,2,25
Airline C,2019-05-18,Kolkata,Banglore,CCU → DEL → COK → BLR,18h 20m,2,No info,13873,18,5,7,0,1,20,18,20
Airline F,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,25h 50m,1,No info,9870,24,5,17,0,18,50,25,50
Airline E,2019-06-18,Kolkata,Banglore,CCU → BLR,2h 25m,0,No check-in baggage included,3841,18,6,9,0,11,25,2,25
Airline E,2019-03-27,Kolkata,Banglore,CCU → BLR,2h 20m,0,No info,3847,27,3,22,20,0,40,2,20
Airline B,2019-03-24,Kolkata,Banglore,CCU → BLR,2h 45m,0,No info,6565,24,3,17,15,20,0,2,45
Airline E,2019-05-15,Delhi,Cochin,DEL → BLR → COK,4h 55m,1,No info,5409,15,5,17,55,22,50,4,55
Airline B,2019-01-03,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,12475,3,1,21,20,22,45,1,25
Airline D,2019-12-06,Delhi,Cochin,DEL → BOM → COK,15h 30m,1,No info,13377,6,12,10,0,1,30,15,30
Airline C,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,19h 40m,2,No info,8603,6,6,12,0,7,40,19,40
Airline F,2019-01-06,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,4878,6,1,19,30,22,15,2,45
Airline E,2019-12-05,Chennai,Kolkata,MAA → CCU,2h 15m,0,No info,3597,5,12,8,20,10,35,2,15
Airline E,2019-06-04,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,3873,4,6,14,55,17,25,2,30
Airline B,2019-03-03,Delhi,Cochin,DEL → COK,3h 15m,0,No info,7673,3,3,5,35,8,50,3,15
Airline B,2019-09-06,Delhi,Cochin,DEL → HYD → COK,9h 20m,1,No info,6442,6,9,6,50,16,10,9,20
Airline D,2019-12-06,Delhi,Cochin,DEL → BOM → COK,12h,1,No info,12192,6,12,7,0,19,0,12,0
Airline A,2019-09-04,Banglore,Delhi,BLR → DEL,2h 55m,0,In-flight meal not included,4544,4,9,11,10,14,5,2,55
Airline G,2019-06-03,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4384,3,6,19,35,22,5,2,30
Airline F,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,7h 15m,1,No info,12395,3,6,15,40,22,55,7,15
Airline C,2019-05-24,Delhi,Cochin,DEL → BOM → COK,20h 15m,1,No info,8582,24,5,23,0,19,15,20,15
Airline A,2019-05-24,Banglore,Delhi,BLR → DEL,3h,0,In-flight meal not included,6144,24,5,19,50,22,50,3,0
Airline B,2019-01-06,Delhi,Cochin,DEL → HYD → COK,5h 20m,1,No info,5298,6,1,6,50,12,10,5,20
Airline C,2019-03-27,Delhi,Cochin,DEL → MAA → COK,16h 5m,1,No info,5117,27,3,17,20,9,25,16,5
Airline A,2019-12-06,Delhi,Cochin,DEL → NAG → BOM → COK,13h 50m,2,In-flight meal not included,10919,6,12,14,35,4,25,13,50
Airline G,2019-12-05,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4409,5,12,22,50,1,20,2,30
Airline D,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10h 30m,1,No info,9001,24,6,8,45,19,15,10,30
Airline D,2019-09-06,Delhi,Cochin,DEL → BOM → COK,12h 30m,1,No info,7198,6,9,13,0,1,30,12,30
Airline A,2019-09-06,Delhi,Cochin,DEL → BOM → COK,22h 35m,1,In-flight meal not included,10262,6,9,14,0,12,35,22,35
Airline C,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,10h 25m,1,No info,10203,5,1,10,0,20,25,10,25
Airline C,2019-09-05,Kolkata,Banglore,CCU → BOM → COK → BLR,28h 20m,2,No info,12592,5,9,9,25,13,45,28,20
Airline C,2019-03-27,Delhi,Cochin,DEL → BOM → COK,22h 15m,1,No info,6692,27,3,21,0,19,15,22,15
Airline B,2019-04-15,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4823,15,4,8,30,11,20,2,50
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,12h 15m,1,No info,7005,27,6,8,45,21,0,12,15
Airline C,2019-03-18,Banglore,New Delhi,BLR → BOM → BHO → DEL,14h 35m,2,No info,11728,18,3,8,50,23,25,14,35
Airline D,2019-05-18,Delhi,Cochin,DEL → BOM → COK,12h 35m,1,No info,7564,18,5,6,40,19,15,12,35
Airline A,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,9h 30m,1,No info,15149,5,6,14,5,23,35,9,30
Airline F,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,22h 30m,1,No info,9345,24,5,20,20,18,50,22,30
Airline D,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,10h 25m,2,No info,15965,6,6,15,5,1,30,10,25
Airline A,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,20h 15m,1,No info,13941,5,9,8,25,4,40,20,15
Airline D,2019-06-06,Delhi,Cochin,DEL → HYD → COK,7h 35m,1,No info,7038,6,6,14,55,22,30,7,35
